program,log_probability
"and(two(dots,(0,2)),one(high,(0)))",-13.276285459676586
"and(two(dots,(0,2)),one(circle,(0)))",-13.276285459676586
"and(two(dots,(0,2)),one(high,(1)))",-13.276285459676586
"and(two(dots,(0,2)),one(high,(2)))",-13.276285459676586
"and(two(dots,(0,2)),one(plain,(0)))",-13.276285459676586
"and(two(dots,(0,2)),one(plain,(1)))",-13.276285459676586
"and(two(dots,(0,2)),one(plain,(2)))",-13.276285459676586
"and(two(dots,(0,2)),one(stripes,(0)))",-13.276285459676586
"and(two(dots,(0,2)),one(stripes,(1)))",-13.276285459676586
"and(two(dots,(0,2)),one(stripes,(2)))",-13.276285459676586
"and(two(dots,(0,2)),one(dots,(0)))",-13.276285459676586
"and(two(dots,(0,2)),one(circle,(1)))",-13.276285459676586
"and(two(dots,(0,2)),one(square,(2)))",-13.276285459676586
"and(one(medium,(0)),two(plain,(0,2)))",-13.276285459676586
"and(one(dots,(0)),two(dots,(0,1)))",-13.276285459676586
"and(one(medium,(0)),two(plain,(1,2)))",-13.276285459676586
"and(one(medium,(0)),two(stripes,(0,1)))",-13.276285459676586
"and(one(medium,(0)),two(stripes,(0,2)))",-13.276285459676586
"and(one(medium,(0)),two(stripes,(1,2)))",-13.276285459676586
"and(one(medium,(0)),two(dots,(0,1)))",-13.276285459676586
"and(one(medium,(0)),two(dots,(0,2)))",-13.276285459676586
"and(one(medium,(0)),two(dots,(1,2)))",-13.276285459676586
"and(one(dots,(0)),two(dots,(1,2)))",-13.276285459676586
"and(one(dots,(0)),two(dots,(0,2)))",-13.276285459676586
"and(one(dots,(0)),two(stripes,(1,2)))",-13.276285459676586
"and(two(dots,(0,2)),one(square,(1)))",-13.276285459676586
"and(one(dots,(0)),two(stripes,(0,2)))",-13.276285459676586
"and(one(dots,(0)),two(stripes,(0,1)))",-13.276285459676586
"and(one(dots,(0)),two(plain,(1,2)))",-13.276285459676586
"and(one(dots,(0)),two(plain,(0,2)))",-13.276285459676586
"and(one(dots,(0)),two(plain,(0,1)))",-13.276285459676586
"and(one(dots,(0)),two(high,(1,2)))",-13.276285459676586
"and(one(dots,(0)),two(high,(0,2)))",-13.276285459676586
"and(one(dots,(0)),two(high,(0,1)))",-13.276285459676586
"and(two(dots,(0,2)),one(square,(0)))",-13.276285459676586
"and(two(dots,(0,1)),one(stripes,(1)))",-13.276285459676586
"and(two(dots,(0,1)),one(plain,(2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(square,(0,2)))",-13.276285459676586
"and(two(dots,(0,1)),one(plain,(1)))",-13.276285459676586
"and(two(stripes,(1,2)),two(dots,(1,2)))",-13.276285459676586
"and(one(dots,(1)),two(low,(0,1)))",-13.276285459676586
"and(one(dots,(1)),two(triangle,(1,2)))",-13.276285459676586
"and(one(dots,(1)),two(triangle,(0,2)))",-13.276285459676586
"and(one(dots,(1)),two(triangle,(0,1)))",-13.276285459676586
"and(one(dots,(1)),two(circle,(1,2)))",-13.276285459676586
"and(one(dots,(1)),two(circle,(0,2)))",-13.276285459676586
"and(one(dots,(1)),two(circle,(0,1)))",-13.276285459676586
"and(one(dots,(1)),two(square,(1,2)))",-13.276285459676586
"and(one(dots,(1)),two(square,(0,2)))",-13.276285459676586
"and(one(dots,(1)),two(square,(0,1)))",-13.276285459676586
"and(one(dots,(1)),one(dots,(2)))",-13.276285459676586
"and(one(dots,(1)),one(dots,(1)))",-13.276285459676586
"and(one(dots,(1)),one(dots,(0)))",-13.276285459676586
"and(one(dots,(1)),one(stripes,(2)))",-13.276285459676586
"and(one(dots,(1)),one(stripes,(1)))",-13.276285459676586
"and(one(dots,(1)),one(stripes,(0)))",-13.276285459676586
"and(one(dots,(1)),one(plain,(2)))",-13.276285459676586
"and(one(dots,(1)),one(plain,(1)))",-13.276285459676586
"and(one(dots,(1)),one(plain,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),two(square,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(dots,(0,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(dots,(0,1)))",-13.276285459676586
"and(two(stripes,(1,2)),two(stripes,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(low,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(square,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(circle,(0,1)))",-13.276285459676586
"and(two(stripes,(1,2)),two(circle,(0,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(circle,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(triangle,(0,1)))",-13.276285459676586
"and(two(stripes,(1,2)),two(triangle,(0,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(triangle,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(low,(0,1)))",-13.276285459676586
"and(two(stripes,(1,2)),two(low,(0,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(medium,(0,1)))",-13.276285459676586
"and(two(stripes,(1,2)),two(stripes,(0,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(medium,(0,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(medium,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(high,(0,1)))",-13.276285459676586
"and(two(stripes,(1,2)),two(high,(0,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(high,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(plain,(0,1)))",-13.276285459676586
"and(two(stripes,(1,2)),two(plain,(0,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(plain,(1,2)))",-13.276285459676586
"and(two(stripes,(1,2)),two(stripes,(0,1)))",-13.276285459676586
"and(one(dots,(1)),one(high,(1)))",-13.276285459676586
"and(one(dots,(1)),one(high,(0)))",-13.276285459676586
"and(one(dots,(1)),one(medium,(2)))",-13.276285459676586
"and(two(dots,(0,1)),one(triangle,(2)))",-13.276285459676586
"and(one(medium,(0)),two(square,(0,2)))",-13.276285459676586
"and(two(dots,(0,1)),one(square,(0)))",-13.276285459676586
"and(two(dots,(0,1)),one(square,(1)))",-13.276285459676586
"and(two(dots,(0,1)),one(square,(2)))",-13.276285459676586
"and(two(dots,(0,1)),one(circle,(0)))",-13.276285459676586
"and(two(dots,(0,1)),one(circle,(1)))",-13.276285459676586
"and(two(dots,(0,1)),one(circle,(2)))",-13.276285459676586
"and(two(dots,(0,1)),one(triangle,(0)))",-13.276285459676586
"and(two(dots,(0,1)),one(triangle,(1)))",-13.276285459676586
"and(two(dots,(0,1)),one(low,(0)))",-13.276285459676586
"and(one(medium,(0)),one(dots,(2)))",-13.276285459676586
"and(two(dots,(0,1)),one(low,(1)))",-13.276285459676586
"and(two(dots,(0,1)),one(low,(2)))",-13.276285459676586
"and(two(dots,(0,1)),one(medium,(0)))",-13.276285459676586
"and(two(dots,(0,1)),one(medium,(1)))",-13.276285459676586
"and(two(dots,(0,1)),one(medium,(2)))",-13.276285459676586
"and(two(dots,(0,1)),one(high,(0)))",-13.276285459676586
"and(two(dots,(0,1)),one(high,(1)))",-13.276285459676586
"and(two(dots,(0,1)),one(high,(2)))",-13.276285459676586
"and(two(dots,(0,1)),one(plain,(0)))",-13.276285459676586
"and(one(medium,(0)),two(square,(0,1)))",-13.276285459676586
"and(one(medium,(0)),one(dots,(1)))",-13.276285459676586
"and(one(dots,(1)),one(medium,(1)))",-13.276285459676586
"and(one(dots,(1)),one(circle,(0)))",-13.276285459676586
"and(one(dots,(1)),one(medium,(0)))",-13.276285459676586
"and(one(dots,(1)),one(low,(2)))",-13.276285459676586
"and(one(dots,(1)),one(low,(1)))",-13.276285459676586
"and(one(dots,(1)),one(low,(0)))",-13.276285459676586
"and(one(dots,(1)),one(triangle,(2)))",-13.276285459676586
"and(one(dots,(1)),one(triangle,(1)))",-13.276285459676586
"and(one(dots,(1)),one(triangle,(0)))",-13.276285459676586
"and(one(dots,(1)),one(circle,(2)))",-13.276285459676586
"and(one(dots,(1)),one(circle,(1)))",-13.276285459676586
"and(one(dots,(1)),one(square,(2)))",-13.276285459676586
"and(one(medium,(0)),one(dots,(0)))",-13.276285459676586
"and(one(dots,(1)),one(square,(1)))",-13.276285459676586
"and(one(dots,(1)),one(square,(0)))",-13.276285459676586
"and(one(medium,(0)),one(high,(2)))",-13.276285459676586
"and(one(medium,(0)),one(plain,(0)))",-13.276285459676586
"and(one(medium,(0)),one(plain,(1)))",-13.276285459676586
"and(one(medium,(0)),one(plain,(2)))",-13.276285459676586
"and(one(medium,(0)),one(stripes,(0)))",-13.276285459676586
"and(one(medium,(0)),one(stripes,(1)))",-13.276285459676586
"and(one(medium,(0)),one(stripes,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),two(circle,(0,1)))",-13.276285459676586
"and(one(dots,(2)),two(square,(0,2)))",-13.276285459676586
"and(two(stripes,(0,2)),two(square,(0,2)))",-13.276285459676586
"and(two(square,(0,1)),one(square,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(low,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(low,(0)))",-13.276285459676586
"and(two(square,(0,1)),one(triangle,(2)))",-13.276285459676586
"and(two(square,(0,1)),one(triangle,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(triangle,(0)))",-13.276285459676586
"and(two(square,(0,1)),one(circle,(2)))",-13.276285459676586
"and(two(square,(0,1)),one(circle,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(circle,(0)))",-13.276285459676586
"and(two(square,(0,1)),one(square,(2)))",-13.276285459676586
"and(two(square,(0,1)),one(square,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),two(square,(0,1)))",-13.276285459676586
"and(one(low,(2)),one(circle,(1)))",-13.276285459676586
"and(one(low,(2)),one(circle,(2)))",-13.276285459676586
"and(one(low,(2)),one(triangle,(0)))",-13.276285459676586
"and(one(low,(2)),one(triangle,(1)))",-13.276285459676586
"and(one(low,(2)),one(triangle,(2)))",-13.276285459676586
"and(one(low,(2)),one(low,(0)))",-13.276285459676586
"and(one(low,(2)),one(low,(1)))",-13.276285459676586
"and(one(low,(2)),one(low,(2)))",-13.276285459676586
"and(one(low,(2)),one(medium,(0)))",-13.276285459676586
"and(two(square,(0,1)),one(low,(2)))",-13.276285459676586
"and(two(square,(0,1)),one(medium,(0)))",-13.276285459676586
"and(two(square,(0,1)),one(medium,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(medium,(2)))",-13.276285459676586
"and(two(plain,(0,2)),two(plain,(1,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(stripes,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(stripes,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(stripes,(1,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(dots,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(dots,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(dots,(1,2)))",-13.276285459676586
"and(two(square,(0,1)),one(dots,(2)))",-13.276285459676586
"and(two(square,(0,1)),one(dots,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(dots,(0)))",-13.276285459676586
"and(two(square,(0,1)),one(stripes,(2)))",-13.276285459676586
"and(two(square,(0,1)),one(stripes,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(stripes,(0)))",-13.276285459676586
"and(two(square,(0,1)),one(plain,(2)))",-13.276285459676586
"and(two(square,(0,1)),one(plain,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(plain,(0)))",-13.276285459676586
"and(two(square,(0,1)),one(high,(2)))",-13.276285459676586
"and(two(square,(0,1)),one(high,(1)))",-13.276285459676586
"and(two(square,(0,1)),one(high,(0)))",-13.276285459676586
"and(one(low,(2)),one(medium,(1)))",-13.276285459676586
"and(one(low,(2)),one(medium,(2)))",-13.276285459676586
"and(one(low,(2)),one(high,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(medium,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(medium,(2)))",-13.276285459676586
"and(two(plain,(1,2)),one(high,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(high,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(high,(2)))",-13.276285459676586
"and(two(plain,(1,2)),one(plain,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(plain,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(plain,(2)))",-13.276285459676586
"and(two(plain,(1,2)),one(stripes,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(stripes,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(stripes,(2)))",-13.276285459676586
"and(two(plain,(1,2)),one(dots,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(dots,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(dots,(2)))",-13.276285459676586
"and(two(plain,(1,2)),two(square,(0,1)))",-13.276285459676586
"and(two(plain,(1,2)),two(square,(0,2)))",-13.276285459676586
"and(two(plain,(1,2)),two(square,(1,2)))",-13.276285459676586
"and(two(plain,(1,2)),two(circle,(0,1)))",-13.276285459676586
"and(two(plain,(1,2)),two(circle,(0,2)))",-13.276285459676586
"and(two(plain,(1,2)),two(circle,(1,2)))",-13.276285459676586
"and(two(plain,(1,2)),one(medium,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(low,(2)))",-13.276285459676586
"and(one(low,(2)),one(high,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(low,(1)))",-13.276285459676586
"and(one(low,(2)),one(high,(2)))",-13.276285459676586
"and(one(low,(2)),one(plain,(0)))",-13.276285459676586
"and(one(low,(2)),one(plain,(1)))",-13.276285459676586
"and(one(low,(2)),one(plain,(2)))",-13.276285459676586
"and(one(low,(2)),one(stripes,(0)))",-13.276285459676586
"and(one(low,(2)),one(stripes,(1)))",-13.276285459676586
"and(one(low,(2)),one(stripes,(2)))",-13.276285459676586
"and(one(low,(2)),one(dots,(0)))",-13.276285459676586
"and(one(low,(2)),one(dots,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(square,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(square,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(square,(2)))",-13.276285459676586
"and(two(plain,(1,2)),one(circle,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(circle,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(circle,(2)))",-13.276285459676586
"and(two(plain,(1,2)),one(triangle,(0)))",-13.276285459676586
"and(two(plain,(1,2)),one(triangle,(1)))",-13.276285459676586
"and(two(plain,(1,2)),one(triangle,(2)))",-13.276285459676586
"and(two(plain,(1,2)),one(low,(0)))",-13.276285459676586
"and(two(plain,(0,2)),two(plain,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(plain,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(high,(1,2)))",-13.276285459676586
"and(one(square,(0)),one(circle,(1)))",-13.276285459676586
"and(one(square,(0)),one(square,(2)))",-13.276285459676586
"and(one(square,(0)),one(square,(1)))",-13.276285459676586
"and(one(square,(0)),one(square,(0)))",-13.276285459676586
"and(two(square,(0,1)),two(plain,(0,1)))",-13.276285459676586
"and(two(square,(0,1)),two(high,(1,2)))",-13.276285459676586
"and(two(square,(0,1)),two(high,(0,2)))",-13.276285459676586
"and(two(square,(0,1)),two(high,(0,1)))",-13.276285459676586
"and(two(square,(0,1)),two(medium,(1,2)))",-13.276285459676586
"and(two(square,(0,1)),two(medium,(0,2)))",-13.276285459676586
"and(two(square,(0,1)),two(medium,(0,1)))",-13.276285459676586
"and(two(square,(0,1)),two(low,(1,2)))",-13.276285459676586
"and(two(square,(0,1)),two(low,(0,2)))",-13.276285459676586
"and(two(square,(0,1)),two(low,(0,1)))",-13.276285459676586
"and(two(square,(0,1)),two(triangle,(1,2)))",-13.276285459676586
"and(two(square,(0,1)),two(triangle,(0,2)))",-13.276285459676586
"and(two(square,(0,1)),two(triangle,(0,1)))",-13.276285459676586
"and(two(square,(0,1)),two(circle,(1,2)))",-13.276285459676586
"and(two(square,(0,1)),two(circle,(0,2)))",-13.276285459676586
"and(two(square,(0,1)),two(circle,(0,1)))",-13.276285459676586
"and(one(square,(0)),one(circle,(0)))",-13.276285459676586
"and(one(square,(0)),one(circle,(2)))",-13.276285459676586
"and(two(square,(0,1)),two(square,(0,2)))",-13.276285459676586
"and(one(square,(0)),one(triangle,(0)))",-13.276285459676586
"and(one(square,(0)),one(dots,(1)))",-13.276285459676586
"and(one(square,(0)),one(dots,(0)))",-13.276285459676586
"and(one(square,(0)),one(stripes,(2)))",-13.276285459676586
"and(one(square,(0)),one(stripes,(1)))",-13.276285459676586
"and(one(square,(0)),one(stripes,(0)))",-13.276285459676586
"and(one(square,(0)),one(plain,(2)))",-13.276285459676586
"and(one(square,(0)),one(plain,(1)))",-13.276285459676586
"and(one(square,(0)),one(plain,(0)))",-13.276285459676586
"and(one(square,(0)),one(high,(2)))",-13.276285459676586
"and(one(square,(0)),one(high,(1)))",-13.276285459676586
"and(one(square,(0)),one(high,(0)))",-13.276285459676586
"and(one(square,(0)),one(medium,(2)))",-13.276285459676586
"and(one(square,(0)),one(medium,(1)))",-13.276285459676586
"and(one(square,(0)),one(medium,(0)))",-13.276285459676586
"and(one(square,(0)),one(low,(2)))",-13.276285459676586
"and(one(square,(0)),one(low,(1)))",-13.276285459676586
"and(one(square,(0)),one(low,(0)))",-13.276285459676586
"and(one(square,(0)),one(triangle,(2)))",-13.276285459676586
"and(one(square,(0)),one(triangle,(1)))",-13.276285459676586
"and(two(square,(0,1)),two(square,(1,2)))",-13.276285459676586
"and(two(square,(0,1)),two(square,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(high,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),one(stripes,(1)))",-13.276285459676586
"and(two(plain,(0,2)),one(dots,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(dots,(1)))",-13.276285459676586
"and(two(plain,(0,2)),one(dots,(2)))",-13.276285459676586
"and(two(plain,(0,2)),two(square,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(square,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(square,(1,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(circle,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(circle,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(circle,(1,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(triangle,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(triangle,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(triangle,(1,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(low,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(low,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(low,(1,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(medium,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),two(medium,(0,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(medium,(1,2)))",-13.276285459676586
"and(two(plain,(0,2)),two(high,(0,1)))",-13.276285459676586
"and(two(plain,(0,2)),one(stripes,(2)))",-13.276285459676586
"and(two(plain,(0,2)),one(stripes,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(square,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(plain,(2)))",-13.276285459676586
"and(two(plain,(0,2)),one(square,(1)))",-13.276285459676586
"and(two(plain,(0,2)),one(square,(2)))",-13.276285459676586
"and(two(plain,(0,2)),one(circle,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(circle,(1)))",-13.276285459676586
"and(two(plain,(0,2)),one(circle,(2)))",-13.276285459676586
"and(two(plain,(0,2)),one(triangle,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(triangle,(1)))",-13.276285459676586
"and(two(plain,(0,2)),one(triangle,(2)))",-13.276285459676586
"and(two(plain,(0,2)),one(low,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(low,(1)))",-13.276285459676586
"and(two(plain,(0,2)),one(low,(2)))",-13.276285459676586
"and(two(plain,(0,2)),one(medium,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(medium,(1)))",-13.276285459676586
"and(two(plain,(0,2)),one(medium,(2)))",-13.276285459676586
"and(two(plain,(0,2)),one(high,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(high,(1)))",-13.276285459676586
"and(two(plain,(0,2)),one(high,(2)))",-13.276285459676586
"and(two(plain,(0,2)),one(plain,(0)))",-13.276285459676586
"and(two(plain,(0,2)),one(plain,(1)))",-13.276285459676586
"and(two(plain,(1,2)),two(triangle,(0,1)))",-13.276285459676586
"and(two(plain,(1,2)),two(triangle,(0,2)))",-13.276285459676586
"and(two(plain,(1,2)),two(triangle,(1,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(plain,(1,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(stripes,(0,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(stripes,(1,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(dots,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(dots,(0,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(dots,(1,2)))",-13.276285459676586
"and(one(dots,(2)),two(circle,(0,2)))",-13.276285459676586
"and(one(dots,(2)),two(circle,(0,1)))",-13.276285459676586
"and(one(dots,(2)),two(square,(1,2)))",-13.276285459676586
"and(two(dots,(0,2)),one(dots,(2)))",-13.276285459676586
"and(one(dots,(2)),two(square,(0,1)))",-13.276285459676586
"and(one(dots,(2)),one(dots,(2)))",-13.276285459676586
"and(one(dots,(2)),one(dots,(1)))",-13.276285459676586
"and(one(dots,(2)),one(dots,(0)))",-13.276285459676586
"and(one(dots,(2)),one(stripes,(2)))",-13.276285459676586
"and(one(dots,(2)),one(stripes,(1)))",-13.276285459676586
"and(one(dots,(2)),one(stripes,(0)))",-13.276285459676586
"and(one(dots,(2)),one(plain,(2)))",-13.276285459676586
"and(one(dots,(2)),one(plain,(1)))",-13.276285459676586
"and(one(dots,(2)),one(plain,(0)))",-13.276285459676586
"and(two(stripes,(0,1)),two(stripes,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(plain,(0,2)))",-13.276285459676586
"and(one(dots,(2)),one(high,(1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(plain,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),one(dots,(2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(square,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(square,(0,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(square,(1,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(circle,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(circle,(0,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(circle,(1,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(triangle,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(triangle,(0,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(triangle,(1,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(low,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(low,(0,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(low,(1,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(medium,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(medium,(0,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(medium,(1,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(high,(0,1)))",-13.276285459676586
"and(two(stripes,(0,1)),two(high,(0,2)))",-13.276285459676586
"and(two(stripes,(0,1)),two(high,(1,2)))",-13.276285459676586
"and(one(dots,(2)),one(high,(2)))",-13.276285459676586
"and(one(dots,(2)),one(high,(0)))",-13.276285459676586
"and(two(stripes,(0,1)),one(dots,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(triangle,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(triangle,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(low,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(low,(1)))",-13.276285459676586
"and(two(stripes,(0,2)),one(low,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(medium,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(medium,(1)))",-13.276285459676586
"and(two(stripes,(0,2)),one(medium,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(high,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(high,(1)))",-13.276285459676586
"and(two(stripes,(0,2)),one(high,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(plain,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(plain,(1)))",-13.276285459676586
"and(two(stripes,(0,2)),one(plain,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(stripes,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(stripes,(1)))",-13.276285459676586
"and(two(stripes,(0,2)),one(stripes,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(dots,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(dots,(1)))",-13.276285459676586
"and(two(stripes,(0,2)),one(dots,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(triangle,(1)))",-13.276285459676586
"and(two(stripes,(0,2)),one(circle,(2)))",-13.276285459676586
"and(one(dots,(2)),one(medium,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(circle,(1)))",-13.276285459676586
"and(one(dots,(2)),one(medium,(1)))",-13.276285459676586
"and(one(dots,(2)),one(medium,(0)))",-13.276285459676586
"and(one(dots,(2)),one(low,(2)))",-13.276285459676586
"and(one(dots,(2)),one(low,(1)))",-13.276285459676586
"and(one(dots,(2)),one(low,(0)))",-13.276285459676586
"and(one(dots,(2)),one(triangle,(2)))",-13.276285459676586
"and(one(dots,(2)),one(triangle,(1)))",-13.276285459676586
"and(one(dots,(2)),one(triangle,(0)))",-13.276285459676586
"and(one(dots,(2)),one(circle,(2)))",-13.276285459676586
"and(one(dots,(2)),one(circle,(1)))",-13.276285459676586
"and(one(dots,(2)),one(circle,(0)))",-13.276285459676586
"and(one(dots,(2)),one(square,(2)))",-13.276285459676586
"and(one(dots,(2)),one(square,(1)))",-13.276285459676586
"and(one(dots,(2)),one(square,(0)))",-13.276285459676586
"and(one(low,(2)),two(dots,(1,2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(square,(0)))",-13.276285459676586
"and(two(stripes,(0,2)),one(square,(1)))",-13.276285459676586
"and(two(stripes,(0,2)),one(square,(2)))",-13.276285459676586
"and(two(stripes,(0,2)),one(circle,(0)))",-13.276285459676586
"and(two(stripes,(0,1)),one(dots,(1)))",-13.276285459676586
"and(two(stripes,(0,1)),one(stripes,(2)))",-13.276285459676586
"and(two(plain,(1,2)),two(low,(0,1)))",-13.276285459676586
"and(one(low,(2)),two(circle,(0,1)))",-13.276285459676586
"and(one(low,(2)),two(circle,(1,2)))",-13.276285459676586
"and(one(low,(2)),two(triangle,(0,1)))",-13.276285459676586
"and(one(low,(2)),two(triangle,(0,2)))",-13.276285459676586
"and(one(low,(2)),two(triangle,(1,2)))",-13.276285459676586
"and(one(low,(2)),two(low,(0,1)))",-13.276285459676586
"and(one(low,(2)),two(low,(0,2)))",-13.276285459676586
"and(one(low,(2)),two(low,(1,2)))",-13.276285459676586
"and(one(low,(2)),two(medium,(0,1)))",-13.276285459676586
"and(one(low,(2)),two(medium,(0,2)))",-13.276285459676586
"and(one(low,(2)),two(medium,(1,2)))",-13.276285459676586
"and(one(low,(2)),two(high,(0,1)))",-13.276285459676586
"and(one(low,(2)),two(high,(0,2)))",-13.276285459676586
"and(one(low,(2)),two(high,(1,2)))",-13.276285459676586
